t,dmm_c,r_ohm
1689446157.6181266,38.2387,1.000009084E+03
1689446158.6288805,38.2387,1.000008962E+03
1689446159.639907,38.2387,1.000009173E+03
1689446160.6508634,38.238,1.000009058E+03
1689446161.6619122,38.238,1.000009151E+03
1689446162.672971,38.238,1.000009240E+03
1689446163.6840413,38.238,1.000009218E+03
1689446164.6951606,38.238,1.000009184E+03
1689446165.7061522,38.238,1.000009130E+03
1689446166.7171752,38.238,1.000009058E+03
1689446167.728217,38.238,1.000009043E+03
1689446168.7392266,38.2371,1.000009076E+03
1689446169.7502804,38.2371,1.000009525E+03
1689446170.7613506,38.2371,1.000009467E+03
1689446171.77237,38.2371,1.000009429E+03
1689446172.7834601,38.2371,1.000009292E+03
1689446173.7947106,38.2371,1.000009165E+03
1689446174.805534,38.2371,1.000009383E+03
1689446175.816594,38.2371,1.000009273E+03
1689446176.8275137,38.2358,1.000009072E+03
1689446177.8386602,38.2358,1.000009242E+03
1689446178.8496048,38.2358,1.000009223E+03
1689446179.8607419,38.2358,1.000009289E+03
1689446180.8717282,38.2358,1.000009207E+03
1689446181.882754,38.2358,1.000009179E+03
1689446182.8937628,38.2358,1.000009338E+03
1689446183.9048991,38.2358,1.000009228E+03
1689446184.9159007,38.2352,1.000009158E+03
1689446185.9270546,38.2352,1.000009226E+03
1689446186.9380298,38.2352,1.000009127E+03
1689446187.9493105,38.2352,1.000009316E+03
1689446188.9600894,38.2352,1.000009228E+03
1689446189.971091,38.2352,1.000009073E+03
1689446190.9823494,38.2352,1.000009288E+03
1689446191.9931808,38.2352,1.000009146E+03
1689446193.0041456,38.234,1.000008852E+03
1689446194.0152185,38.234,1.000009064E+03
1689446195.0263016,38.234,1.000009088E+03
1689446196.0376256,38.234,1.000009108E+03
1689446197.04835,38.234,1.000008992E+03
1689446198.059437,38.234,1.000009094E+03
1689446199.070449,38.234,1.000009134E+03
1689446200.0814774,38.234,1.000009041E+03
1689446201.0925198,38.2334,1.000008901E+03
1689446202.1036353,38.2334,1.000008936E+03
1689446203.11462,38.2334,1.000009020E+03
1689446204.1257153,38.2334,1.000009106E+03
1689446205.1366508,38.2334,1.000008920E+03
1689446206.1478472,38.2334,1.000008870E+03
1689446207.158821,38.2334,1.000008891E+03
1689446208.1698284,38.2334,1.000009046E+03
1689446209.1808622,38.2325,1.000008945E+03
1689446210.1919014,38.2325,1.000008852E+03
1689446211.202975,38.2325,1.000008926E+03
1689446212.2139926,38.2325,1.000008945E+03
1689446213.2249703,38.2325,1.000009102E+03
1689446214.2360392,38.2325,1.000008975E+03
1689446215.2470753,38.2325,1.000009023E+03
1689446216.2582285,38.2325,1.000008954E+03
1689446217.2692144,38.2314,1.000008836E+03
1689446218.2802396,38.2314,1.000009011E+03
1689446219.291327,38.2314,1.000008965E+03
1689446220.3022406,38.2314,1.000009035E+03
1689446221.3133066,38.2314,1.000008897E+03
1689446222.3245704,38.2314,1.000008848E+03
1689446223.3354008,38.2314,1.000009023E+03
1689446224.3464253,38.2314,1.000008684E+03
1689446225.3574953,38.2302,1.000008841E+03
1689446226.3686914,38.2302,1.000008864E+03
1689446227.3796334,38.2302,1.000008930E+03
1689446228.3906243,38.2302,1.000009130E+03
1689446229.401746,38.2302,1.000008852E+03
1689446230.4126747,38.2302,1.000009079E+03
1689446231.4236946,38.2302,1.000009039E+03
1689446232.4347782,38.2302,1.000008992E+03
1689446233.4458394,38.2296,1.000009009E+03
1689446234.4569054,38.2296,1.000009128E+03
1689446235.46786,38.2296,1.000009177E+03
1689446236.4790006,38.2296,1.000009177E+03
1689446237.4899993,38.2296,1.000009116E+03
1689446238.5010436,38.2296,1.000009067E+03
1689446239.511992,38.2296,1.000009296E+03
1689446240.5232143,38.2296,1.000009243E+03
1689446241.5341246,38.2289,1.000009067E+03
1689446242.5452414,38.2289,1.000009053E+03
1689446243.5562513,38.2289,1.000009097E+03
1689446244.5672762,38.2289,1.000009282E+03
1689446245.578749,38.2289,1.000009203E+03
1689446246.5904858,38.2289,1.000009118E+03
1689446247.601388,38.2289,1.000009046E+03
1689446248.6124005,38.2289,1.000009105E+03
1689446249.62346,38.2282,1.000009074E+03
1689446250.6345053,38.2282,1.000009153E+03
1689446251.6455247,38.2282,1.000009312E+03
1689446252.6565902,38.2282,1.000009169E+03
1689446253.66766,38.2282,1.000009102E+03
1689446254.6786625,38.2282,1.000009069E+03
1689446255.6896336,38.2282,1.000009045E+03
1689446256.7007585,38.2282,1.000009158E+03
1689446257.7118688,38.2274,1.000009010E+03
1689446258.7228158,38.2274,1.000009172E+03
1689446259.7338784,38.2274,1.000009202E+03
1689446260.7449088,38.2274,1.000009204E+03
1689446261.7560124,38.2274,1.000009237E+03
1689446262.7669504,38.2274,1.000009139E+03
1689446263.7780302,38.2274,1.000009080E+03
1689446264.7893164,38.2274,1.000009230E+03
1689446265.8000875,38.2265,1.000009164E+03
1689446266.8111548,38.2265,1.000009062E+03
1689446267.82257,38.2265,1.000008948E+03
1689446268.8341975,38.2265,1.000009176E+03
1689446269.8455493,38.2265,1.000008878E+03
1689446270.8566022,38.2265,1.000008838E+03
1689446271.8673594,38.2265,1.000008943E+03
1689446272.878338,38.2265,1.000008763E+03
1689446273.8894267,38.2261,1.000009020E+03
1689446274.9005163,38.2261,1.000008874E+03
1689446275.9115562,38.2261,1.000009063E+03
1689446276.9225347,38.2261,1.000008958E+03
1689446277.9335992,38.2261,1.000008886E+03
1689446278.9446595,38.2261,1.000008979E+03
1689446279.955704,38.2261,1.000008909E+03
1689446280.9666705,38.2261,1.000008865E+03
1689446281.9777648,38.2253,1.000009040E+03
1689446282.988784,38.2253,1.000008955E+03
1689446283.9998233,38.2253,1.000008984E+03
1689446285.0108528,38.2253,1.000009044E+03
1689446286.0219648,38.2253,1.000008872E+03
1689446287.0330598,38.2253,1.000008974E+03
1689446288.044067,38.2253,1.000008888E+03
1689446289.0550027,38.2253,1.000008965E+03
1689446290.0660582,38.2247,1.000008797E+03
1689446291.0770516,38.2247,1.000009068E+03
1689446292.0881712,38.2247,1.000009002E+03
1689446293.0992002,38.2247,1.000008853E+03
1689446294.110486,38.2247,1.000008855E+03
1689446295.1212912,38.2247,1.000008821E+03
1689446296.1324463,38.2247,1.000008832E+03
1689446297.1433847,38.2247,1.000009105E+03
1689446298.154481,38.224,1.000008860E+03
1689446299.165471,38.224,1.000008992E+03
1689446300.1764467,38.224,1.000008978E+03
1689446301.1875594,38.224,1.000009158E+03
1689446302.1986248,38.224,1.000009062E+03
1689446303.2097003,38.224,1.000008750E+03
1689446304.2207308,38.224,1.000008967E+03
1689446305.2317505,38.224,1.000008939E+03
1689446306.2428274,38.2232,1.000008937E+03
1689446307.2537892,38.2232,1.000009052E+03
1689446308.2647946,38.2232,1.000009043E+03
1689446309.2758608,38.2232,1.000009228E+03
1689446310.2868233,38.2232,1.000008900E+03
1689446311.2979228,38.2232,1.000009108E+03
1689446312.3089676,38.2232,1.000009099E+03
1689446313.3200421,38.2232,1.000008957E+03
1689446314.3311012,38.2228,1.000008991E+03
1689446315.3421817,38.2228,1.000009086E+03
1689446316.353201,38.2228,1.000008867E+03
1689446317.3641732,38.2228,1.000009148E+03
1689446318.375176,38.2228,1.000008855E+03
1689446319.3862548,38.2228,1.000008921E+03
1689446320.3972752,38.2228,1.000008989E+03
1689446321.4083319,38.2228,1.000009070E+03
1689446322.4193962,38.222,1.000008883E+03
1689446323.4303606,38.222,1.000008870E+03
1689446324.4414647,38.222,1.000008933E+03
1689446325.4525054,38.222,1.000009087E+03
1689446326.4636333,38.222,1.000008947E+03
1689446327.4746428,38.222,1.000008821E+03
1689446328.4856586,38.222,1.000008985E+03
1689446329.496644,38.222,1.000008905E+03
1689446330.5078092,38.2211,1.000009045E+03
1689446331.518785,38.2211,1.000009130E+03
1689446332.5299017,38.2211,1.000009121E+03
1689446333.5408604,38.2211,1.000009093E+03
1689446334.5518255,38.2211,1.000008993E+03
1689446335.562896,38.2211,1.000009058E+03
1689446336.5739634,38.2211,1.000008958E+03
1689446337.5850112,38.2211,1.000009009E+03
1689446338.5960984,38.2204,1.000008965E+03
1689446339.607055,38.2204,1.000009109E+03
1689446340.618139,38.2204,1.000009043E+03
1689446341.629156,38.2204,1.000009394E+03
1689446342.6402438,38.2204,1.000009102E+03
1689446343.6513162,38.2204,1.000009169E+03
1689446344.6622293,38.2204,1.000009030E+03
1689446345.673384,38.2204,1.000009095E+03
1689446346.6844964,38.2199,1.000009015E+03
1689446347.695495,38.2199,1.000009115E+03
1689446348.7064784,38.2199,1.000009104E+03
1689446349.7174942,38.2199,1.000009246E+03
1689446350.7285175,38.2199,1.000009200E+03
1689446351.73953,38.2199,1.000009228E+03
1689446352.750574,38.2199,1.000008968E+03
1689446353.7616735,38.2199,1.000009408E+03
1689446354.7726839,38.2192,1.000009267E+03
1689446355.783762,38.2192,1.000009266E+03
1689446356.7948294,38.2192,1.000009396E+03
1689446357.805832,38.2192,1.000009354E+03
1689446358.81678,38.2192,1.000009390E+03
1689446359.8279016,38.2192,1.000009254E+03
1689446360.8388646,38.2192,1.000009313E+03
1689446361.8499684,38.2192,1.000009397E+03
1689446362.8611155,38.2187,1.000009172E+03
1689446363.8720436,38.2187,1.000009028E+03
1689446364.8830717,38.2187,1.000009206E+03
1689446365.8941216,38.2187,1.000009334E+03
1689446366.9053223,38.2187,1.000008954E+03
1689446367.9162912,38.2187,1.000008830E+03
1689446368.9273615,38.2187,1.000009150E+03
1689446369.9386368,38.2187,1.000009052E+03
1689446370.9503493,38.2179,1.000009075E+03
1689446371.9615424,38.2179,1.000009170E+03
1689446372.9728417,38.2179,1.000009177E+03
1689446373.984488,38.2179,1.000009308E+03
1689446374.9955668,38.2179,1.000009163E+03
1689446376.0065258,38.2179,1.000008952E+03
1689446377.0176249,38.2179,1.000009207E+03
1689446378.0287356,38.2179,1.000009415E+03
1689446379.039678,38.2173,1.000009007E+03
1689446380.05069,38.2173,1.000009243E+03
1689446381.0617106,38.2173,1.000009452E+03
1689446382.07334,38.2173,1.000009187E+03
1689446383.0852458,38.2173,1.000009331E+03
1689446384.0968146,38.2173,1.000009257E+03
1689446385.1078725,38.2173,1.000009282E+03
1689446386.1195247,38.2173,1.000009275E+03
1689446387.130949,38.2171,1.000009158E+03
1689446388.14198,38.2171,1.000009024E+03
1689446389.152999,38.2171,1.000009108E+03
1689446390.1640599,38.2171,1.000009267E+03
1689446391.1751866,38.2171,1.000009129E+03
1689446392.1862137,38.2171,1.000009123E+03
1689446393.1973078,38.2171,1.000009307E+03
1689446394.2088726,38.2171,1.000009386E+03
1689446395.2208285,38.2167,1.000009139E+03
1689446396.2323382,38.2167,1.000009270E+03
1689446397.243357,38.2167,1.000009244E+03
1689446398.255034,38.2167,1.000009235E+03
1689446399.267005,38.2167,1.000009211E+03
1689446400.2786002,38.2167,1.000008922E+03
1689446401.289608,38.2167,1.000009117E+03
1689446402.3005636,38.2167,1.000009246E+03
1689446403.3115294,38.2162,1.000009029E+03
1689446404.3225913,38.2162,1.000009204E+03
1689446405.3336594,38.2162,1.000009316E+03
1689446406.344738,38.2162,1.000009268E+03
1689446407.3558605,38.2162,1.000009123E+03
1689446408.3669693,38.2162,1.000009032E+03
1689446409.3779247,38.2162,1.000009186E+03
1689446410.3889616,38.2162,1.000009184E+03
1689446411.400028,38.2164,1.000008996E+03
1689446412.4109747,38.2164,1.000009257E+03
1689446413.42202,38.2164,1.000009093E+03
1689446414.4330764,38.2164,1.000009226E+03
1689446415.4441288,38.2164,1.000009087E+03
1689446416.455139,38.2164,1.000008902E+03
1689446417.466197,38.2164,1.000009152E+03
1689446418.4773133,38.2164,1.000009100E+03
1689446419.488197,38.2162,1.000009310E+03
1689446420.4994159,38.2162,1.000009144E+03
1689446421.5104103,38.2162,1.000009188E+03
1689446422.5214183,38.2162,1.000009277E+03
1689446423.5325272,38.2162,1.000009126E+03
1689446424.5435486,38.2162,1.000009076E+03
1689446425.5544336,38.2162,1.000009224E+03
1689446426.565504,38.2162,1.000009333E+03
1689446427.5771787,38.216,1.000009298E+03
1689446428.589408,38.216,1.000009261E+03
1689446429.6006682,38.216,1.000009277E+03
1689446430.611692,38.216,1.000009259E+03
1689446431.6227005,38.216,1.000009095E+03
1689446432.6338723,38.216,1.000009098E+03
1689446433.644875,38.216,1.000009139E+03
1689446434.6559844,38.216,1.000009265E+03
1689446435.6669595,38.2161,1.000009188E+03
1689446436.6780465,38.2161,1.000009238E+03
1689446437.6890614,38.2161,1.000009348E+03
1689446438.7009752,38.2161,1.000009314E+03
1689446439.7120674,38.2161,1.000009285E+03
1689446440.723699,38.2161,1.000009293E+03
1689446441.7358649,38.2161,1.000009155E+03
1689446442.7473254,38.2161,1.000009171E+03
1689446443.7582793,38.2156,1.000009108E+03
1689446444.7692595,38.2156,1.000009074E+03
1689446445.7802846,38.2156,1.000009072E+03
1689446446.7914085,38.2156,1.000009411E+03
1689446447.8023655,38.2156,1.000009072E+03
1689446448.8134196,38.2156,1.000009259E+03
1689446449.824454,38.2156,1.000009125E+03
1689446450.8354883,38.2156,1.000009193E+03
1689446451.8464975,38.2155,1.000009140E+03
1689446452.8575346,38.2155,1.000009352E+03
1689446453.8686266,38.2155,1.000009461E+03
1689446454.8797448,38.2155,1.000009420E+03
1689446455.8910062,38.2155,1.000009338E+03
1689446456.9019933,38.2155,1.000009413E+03
1689446457.9127164,38.2155,1.000009368E+03
1689446458.9237857,38.2155,1.000009329E+03
1689446459.9348285,38.2152,1.000009396E+03
1689446460.9459643,38.2152,1.000009431E+03
1689446461.956959,38.2152,1.000009508E+03
1689446462.9680936,38.2152,1.000009539E+03
1689446463.9791443,38.2152,1.000009445E+03
1689446464.9900293,38.2152,1.000009394E+03
1689446466.001086,38.2152,1.000009546E+03
1689446467.0121605,38.2152,1.000009366E+03
1689446468.0232315,38.215,1.000009445E+03
1689446469.034171,38.215,1.000009401E+03
1689446470.0453055,38.215,1.000009472E+03
1689446471.056558,38.215,1.000009647E+03
1689446472.0673485,38.215,1.000009388E+03
1689446473.0783505,38.215,1.000009460E+03
1689446474.0893457,38.215,1.000009291E+03
1689446475.1004186,38.215,1.000009493E+03
1689446476.1114745,38.2155,1.000009362E+03
1689446477.1225774,38.2155,1.000009462E+03
1689446478.133534,38.2155,1.000009449E+03
1689446479.1446211,38.2155,1.000009686E+03
1689446480.1556587,38.2155,1.000009316E+03
1689446481.1666663,38.2155,1.000009384E+03
1689446482.1778421,38.2155,1.000009403E+03
1689446483.1887884,38.2155,1.000009538E+03
1689446484.1999059,38.2154,1.000009620E+03
1689446485.2108586,38.2154,1.000009556E+03
1689446486.2218552,38.2154,1.000009536E+03
1689446487.232887,38.2154,1.000009564E+03
1689446488.2439544,38.2154,1.000009550E+03
1689446489.254948,38.2154,1.000009431E+03
1689446490.2665963,38.2154,1.000009570E+03
1689446491.2780612,38.2154,1.000009771E+03
1689446492.289178,38.2156,1.000009585E+03
1689446493.3001242,38.2156,1.000009522E+03
1689446494.3111854,38.2156,1.000009626E+03
1689446495.3222568,38.2156,1.000009809E+03
1689446496.3332713,38.2156,1.000009751E+03
1689446497.3446429,38.2156,1.000009778E+03
1689446498.3569949,38.2156,1.000009660E+03
1689446499.368369,38.2156,1.000009893E+03
1689446500.3794022,38.2156,1.000009647E+03
1689446501.3912098,38.2156,1.000009896E+03
1689446502.4032102,38.2156,1.000009760E+03
1689446503.415276,38.2156,1.000009923E+03
1689446504.426655,38.2156,1.000009741E+03
1689446505.4382398,38.2156,1.000009709E+03
1689446506.4502175,38.2156,1.000009865E+03
1689446507.4620457,38.2156,1.000009865E+03
1689446508.4738426,38.2157,1.000009662E+03
1689446509.4853108,38.2157,1.000009651E+03
1689446510.4968503,38.2157,1.000009422E+03
1689446511.5084276,38.2157,1.000009568E+03
1689446512.5206637,38.2157,1.000009536E+03
1689446513.53196,38.2157,1.000009519E+03
1689446514.5433776,38.2157,1.000009707E+03
1689446515.5551097,38.2157,1.000009648E+03
1689446516.5660913,38.2159,1.000009471E+03
1689446517.577129,38.2159,1.000009414E+03
1689446518.5882623,38.2159,1.000009410E+03
1689446519.5996146,38.2159,1.000009592E+03
1689446520.6118338,38.2159,1.000009448E+03
1689446521.6238835,38.2159,1.000009393E+03
1689446522.6357136,38.2159,1.000009342E+03
1689446523.6474075,38.2159,1.000009525E+03
1689446524.6584074,38.2163,1.000009503E+03
1689446525.6693296,38.2163,1.000009406E+03
1689446526.6805186,38.2163,1.000009493E+03
1689446527.6921058,38.2163,1.000009632E+03
1689446528.7041745,38.2163,1.000009611E+03
1689446529.7158394,38.2163,1.000009544E+03
1689446530.7270775,38.2163,1.000009670E+03
1689446531.7386715,38.2163,1.000009813E+03
1689446532.7496765,38.2166,1.000009500E+03
1689446533.761227,38.2166,1.000009488E+03
1689446534.7729354,38.2166,1.000009624E+03
1689446535.7840354,38.2166,1.000009420E+03
1689446536.7949905,38.2166,1.000009612E+03
1689446537.8062863,38.2166,1.000009616E+03
1689446538.8179045,38.2166,1.000009442E+03
1689446539.8290362,38.2166,1.000009532E+03
1689446540.8402421,38.2164,1.000009565E+03
1689446541.8517964,38.2164,1.000009700E+03
1689446542.8634548,38.2164,1.000009499E+03
1689446543.8752966,38.2164,1.000009616E+03
1689446544.8863368,38.2164,1.000009581E+03
1689446545.8976,38.2164,1.000009539E+03
1689446546.9092987,38.2164,1.000009788E+03
1689446547.9204063,38.2164,1.000009690E+03
1689446548.9319952,38.217,1.000009789E+03
1689446549.9443634,38.217,1.000009657E+03
1689446550.9555895,38.217,1.000009908E+03
1689446551.96708,38.217,1.000009802E+03
1689446552.9785063,38.217,1.000009728E+03
1689446553.9900503,38.217,1.000009651E+03
1689446555.0023773,38.217,1.000009712E+03
1689446556.0145037,38.217,1.000009747E+03
1689446557.02575,38.2179,1.000009564E+03
1689446558.0369966,38.2179,1.000009769E+03
1689446559.0477285,38.2179,1.000009749E+03
1689446560.0588527,38.2179,1.000009805E+03
1689446561.0698216,38.2179,1.000009639E+03
1689446562.0808794,38.2179,1.000009734E+03
1689446563.0919,38.2179,1.000009748E+03
1689446564.1029053,38.2179,1.000009739E+03
1689446565.1139233,38.2188,1.000009688E+03
1689446566.125113,38.2188,1.000009705E+03
1689446567.136199,38.2188,1.000009866E+03
1689446568.1480749,38.2188,1.000009714E+03
1689446569.159141,38.2188,1.000009709E+03
1689446570.170211,38.2188,1.000009686E+03
1689446571.1811914,38.2188,1.000009878E+03
1689446572.1922874,38.2188,1.000009819E+03
1689446573.2032902,38.2191,1.000009613E+03
1689446574.2143786,38.2191,1.000009937E+03
1689446575.2254007,38.2191,1.000009923E+03
1689446576.236422,38.2191,1.000010031E+03
1689446577.2474828,38.2191,1.000009856E+03
1689446578.2584865,38.2191,1.000009912E+03
1689446579.2695258,38.2191,1.000009814E+03
1689446580.28063,38.2191,1.000009854E+03
1689446581.2917078,38.2201,1.000009734E+03
1689446582.30265,38.2201,1.000009994E+03
1689446583.313758,38.2201,1.000010031E+03
1689446584.3248038,38.2201,1.000009856E+03
1689446585.335737,38.2201,1.000009940E+03
1689446586.346904,38.2201,1.000009707E+03
1689446587.3578854,38.2201,1.000009755E+03
1689446588.3689733,38.2201,1.000009817E+03
1689446589.3810074,38.2207,1.000009730E+03
1689446590.3919444,38.2207,1.000009760E+03
1689446591.4029567,38.2207,1.000009725E+03
1689446592.414087,38.2207,1.000009975E+03
1689446593.4250834,38.2207,1.000009855E+03
1689446594.4361188,38.2207,1.000009900E+03
1689446595.447263,38.2207,1.000009905E+03
1689446596.4582427,38.2207,1.000009921E+03
1689446597.469276,38.2216,1.000009856E+03
1689446598.4802713,38.2216,1.000009744E+03
1689446599.491359,38.2216,1.000009867E+03
1689446600.502427,38.2216,1.000009963E+03
1689446601.5134325,38.2216,1.000009802E+03
1689446602.524397,38.2216,1.000009938E+03
1689446603.5354438,38.2216,1.000009800E+03
1689446604.5464869,38.2216,1.000009914E+03
1689446605.5575912,38.2218,1.000009753E+03
1689446606.568605,38.2218,1.000009730E+03
1689446607.5796287,38.2218,1.000009775E+03
1689446608.5906873,38.2218,1.000010034E+03
1689446609.6017807,38.2218,1.000009863E+03
1689446610.6126971,38.2218,1.000009807E+03
1689446611.6236944,38.2218,1.000009892E+03
1689446612.6348138,38.2218,1.000009859E+03
1689446613.6458297,38.2231,1.000009868E+03
1689446614.6570249,38.2231,1.000009644E+03
1689446615.6686559,38.2231,1.000009843E+03
1689446616.6802306,38.2231,1.000009999E+03
1689446617.6911798,38.2231,1.000009864E+03
1689446618.7021747,38.2231,1.000009994E+03
1689446619.7131653,38.2231,1.000009992E+03
1689446620.7244294,38.2231,1.000010065E+03
1689446621.73556,38.2242,1.000009901E+03
1689446622.7473412,38.2242,1.000009981E+03
1689446623.7588794,38.2242,1.000009918E+03
1689446624.7703662,38.2242,1.000010128E+03
1689446625.781285,38.2242,1.000010070E+03
1689446626.7923396,38.2242,1.000009946E+03
1689446627.8034585,38.2242,1.000010278E+03
1689446628.8150854,38.2242,1.000010049E+03
1689446629.8265464,38.225,1.000010119E+03
1689446630.8376448,38.225,1.000009999E+03
1689446631.849021,38.225,1.000010059E+03
1689446632.8606124,38.225,1.000010050E+03
1689446633.8720627,38.225,1.000010024E+03
1689446634.8842332,38.225,1.000010041E+03
1689446635.8960772,38.225,1.000010104E+03
1689446636.9072828,38.225,1.000010003E+03
1689446637.9189074,38.2254,1.000009909E+03
1689446638.9298594,38.2254,1.000010030E+03
1689446639.9408884,38.2254,1.000009878E+03
1689446640.9519296,38.2254,1.000009985E+03
1689446641.9634998,38.2254,1.000009997E+03
1689446642.975116,38.2254,1.000009861E+03
1689446643.9861102,38.2254,1.000010027E+03
1689446644.9971962,38.2254,1.000009974E+03
1689446646.0081723,38.2266,1.000009947E+03
1689446647.019289,38.2266,1.000009769E+03
1689446648.0302446,38.2266,1.000009729E+03
1689446649.041333,38.2266,1.000009914E+03
1689446650.0522776,38.2266,1.000009956E+03
1689446651.0633433,38.2266,1.000009972E+03
1689446652.0743418,38.2266,1.000009738E+03
1689446653.0853798,38.2266,1.000009876E+03
1689446654.0971029,38.2274,1.000009818E+03
1689446655.1085176,38.2274,1.000009846E+03
1689446656.1196826,38.2274,1.000009820E+03
1689446657.131221,38.2274,1.000009621E+03
1689446658.1426666,38.2274,1.000009825E+03
1689446659.153677,38.2274,1.000009588E+03
1689446660.1646402,38.2274,1.000009736E+03
1689446661.1757023,38.2274,1.000009785E+03
1689446662.1869037,38.2293,1.000009712E+03
1689446663.1981618,38.2293,1.000009857E+03
1689446664.2099257,38.2293,1.000010144E+03
1689446665.2209527,38.2293,1.000010067E+03
1689446666.2319949,38.2293,1.000009962E+03
1689446667.2429316,38.2293,1.000010046E+03
1689446668.2539666,38.2293,1.000009983E+03
1689446669.2650778,38.2293,1.000010005E+03
1689446670.276071,38.2307,1.000009953E+03
1689446671.2872238,38.2307,1.000009825E+03
1689446672.298163,38.2307,1.000010253E+03
1689446673.3092306,38.2307,1.000010178E+03
1689446674.3202028,38.2307,1.000009944E+03
1689446675.3313317,38.2307,1.000009965E+03
1689446676.3424797,38.2307,1.000010108E+03
1689446677.3535738,38.2307,1.000010225E+03
1689446678.3650258,38.2319,1.000010145E+03
1689446679.3765192,38.2319,1.000010083E+03
1689446680.3881254,38.2319,1.000010003E+03
1689446681.4002209,38.2319,1.000009991E+03
1689446682.4122946,38.2319,1.000009788E+03
1689446683.4237187,38.2319,1.000009744E+03
1689446684.4352663,38.2319,1.000009952E+03
1689446685.4473388,38.2319,1.000010097E+03
1689446686.458848,38.2325,1.000009839E+03
1689446687.4698284,38.2325,1.000009747E+03
1689446688.4812348,38.2325,1.000009779E+03
1689446689.492992,38.2325,1.000009850E+03
1689446690.503868,38.2325,1.000009897E+03
1689446691.514845,38.2325,1.000009724E+03
1689446692.5258596,38.2325,1.000009880E+03
1689446693.5369673,38.2325,1.000009791E+03
1689446694.5480814,38.2337,1.000009805E+03
1689446695.5591958,38.2337,1.000009757E+03
1689446696.57024,38.2337,1.000009783E+03
1689446697.5812287,38.2337,1.000009820E+03
1689446698.5930603,38.2337,1.000009893E+03
1689446699.6043305,38.2337,1.000009781E+03
1689446700.6153939,38.2337,1.000009867E+03
1689446701.6269364,38.2337,1.000009906E+03
1689446702.6391625,38.2351,1.000009876E+03
1689446703.650492,38.2351,1.000009893E+03
1689446704.6620593,38.2351,1.000009807E+03
1689446705.6737275,38.2351,1.000009933E+03
1689446706.6844692,38.2351,1.000009770E+03
1689446707.6955805,38.2351,1.000009901E+03
1689446708.7067099,38.2351,1.000010001E+03
1689446709.7177079,38.2351,1.000009973E+03
1689446710.7288337,38.2366,1.000009830E+03
1689446711.7398272,38.2366,1.000009754E+03
1689446712.7508051,38.2366,1.000009883E+03
1689446713.761805,38.2366,1.000009881E+03
1689446714.772905,38.2366,1.000009878E+03
1689446715.7849858,38.2366,1.000009808E+03
1689446716.7960813,38.2366,1.000009764E+03
1689446717.807022,38.2366,1.000009542E+03
1689446718.8181129,38.2379,1.000009514E+03
1689446719.8290434,38.2379,1.000009444E+03
1689446720.8400235,38.2379,1.000009530E+03
1689446721.8511684,38.2379,1.000009570E+03
1689446722.8621888,38.2379,1.000009638E+03
1689446723.8732295,38.2379,1.000009692E+03
1689446724.884872,38.2379,1.000009608E+03
1689446725.8963294,38.2379,1.000009761E+03
1689446726.9073076,38.2391,1.000009591E+03
1689446727.9183714,38.2391,1.000009546E+03
1689446728.9297647,38.2391,1.000009549E+03
1689446729.9415562,38.2391,1.000009622E+03
1689446730.9529593,38.2391,1.000009596E+03
1689446731.9646232,38.2391,1.000009594E+03
1689446732.975519,38.2391,1.000009608E+03
1689446733.9866233,38.2391,1.000009801E+03
1689446734.997617,38.2401,1.000009699E+03
1689446736.008805,38.2401,1.000009574E+03
1689446737.0198789,38.2401,1.000009606E+03
1689446738.030844,38.2401,1.000009674E+03
1689446739.042093,38.2401,1.000009613E+03
1689446740.0529852,38.2401,1.000009581E+03
1689446741.0640035,38.2401,1.000009695E+03
1689446742.0749962,38.2401,1.000009809E+03
1689446743.0860677,38.241,1.000009779E+03
1689446744.0971413,38.241,1.000009775E+03
1689446745.108123,38.241,1.000009758E+03
1689446746.119027,38.241,1.000010034E+03
1689446747.130263,38.241,1.000009536E+03
1689446748.1417587,38.241,1.000009835E+03
1689446749.1532753,38.241,1.000009943E+03
1689446750.1646624,38.241,1.000009894E+03
1689446751.1763573,38.2422,1.000009837E+03
1689446752.1872878,38.2422,1.000009903E+03
1689446753.1983445,38.2422,1.000009704E+03
1689446754.2093363,38.2422,1.000009816E+03
1689446755.2210088,38.2422,1.000009767E+03
1689446756.2326396,38.2422,1.000009655E+03
1689446757.2441382,38.2422,1.000009694E+03
1689446758.2559948,38.2422,1.000009662E+03
1689446759.2676702,38.2436,1.000009711E+03
1689446760.2785666,38.2436,1.000009666E+03
1689446761.2897859,38.2436,1.000009741E+03
1689446762.3008223,38.2436,1.000009822E+03
1689446763.311843,38.2436,1.000009703E+03
1689446764.3228834,38.2436,1.000009638E+03
1689446765.3339112,38.2436,1.000009720E+03
1689446766.3448937,38.2436,1.000009699E+03
1689446767.3567224,38.2447,1.000009689E+03
1689446768.368053,38.2447,1.000009655E+03
1689446769.3790593,38.2447,1.000009816E+03
1689446770.3900642,38.2447,1.000009746E+03
1689446771.4011307,38.2447,1.000009633E+03
1689446772.4120698,38.2447,1.000009481E+03
1689446773.4231718,38.2447,1.000009774E+03
1689446774.434247,38.2447,1.000009647E+03
1689446775.445344,38.2459,1.000009706E+03
1689446776.4562695,38.2459,1.000009450E+03
1689446777.4674187,38.2459,1.000009518E+03
1689446778.4784083,38.2459,1.000009567E+03
1689446779.4893773,38.2459,1.000009425E+03
1689446780.50122,38.2459,1.000009369E+03
